0.0,1.0
0.01,0.9991397924950169
0.02,0.998090491553159
0.03,0.9969359000842862
0.04,0.9956992942924593
0.05,0.9943928299469666
0.06,0.9930241150671305
0.07,0.9915983894697646
0.08,0.9901194824195226
0.09,0.9885903060794703
0.1,0.987013137944438
0.11,0.9853897951165536
0.12,0.9837217481086261
0.13,0.9820101985198579
0.14,0.980256133966543
0.15,0.9784603680699019
0.16,0.9766235702733685
0.17,0.974746288525344
0.18,0.9728289668307972
0.19,0.9708719590222786
0.2,0.9688755396952106
0.21,0.9668399129748217
0.22,0.9647652195989062
0.23,0.962651542672692
0.24,0.96049891236202
0.25,0.9583073097263433
0.26,0.9560766698458444
0.27,0.9538068843619701
0.28,0.9514978035243965
0.29,0.9491492378174038
0.3,0.9467609592232031
0.31,0.9443327021676844
0.32,0.9418641641845126
0.33,0.9393550063258552
0.34,0.9368048533418015
0.35,0.934213293645419
0.36,0.9315798790760936
0.37,0.928904124470139
0.38,0.926185507044474
0.39,0.9234234655963274
0.4,0.920617399519351
0.41,0.9177666676341052
0.42,0.9148705868285711
0.43,0.9119284305020691
0.44,0.9089394268036737
0.45,0.9059027566538559
0.46,0.9028175515355983
0.47,0.8996828910385739
0.48,0.8964978001370872
0.49,0.8932612461792904
0.5,0.8899721355616412
0.51,0.8866293100585771
0.52,0.8832315427728575
0.53,0.8797775336668606
0.54,0.8762659046291932
0.55,0.8726951940241208
0.56,0.8690638506633777
0.57,0.8653702271306507
0.58,0.8616125723781703
0.59,0.8577890235020769
0.6,0.8538975965881344
0.61,0.8499361765014588
0.62,0.8459025054725758
0.63,0.8417941703065578
0.64,0.8376085880111389
0.65,0.8333429896031019
0.66,0.8289944018053664
0.67,0.8245596262946097
0.68,0.8200352160889005
0.69,0.8154174485823941
0.7,0.810702294629374
0.71,0.8058853829494149
0.72,0.8009619589607997
0.73,0.7959268369402086
0.74,0.7907743441389405
0.75,0.7854982551401708
0.76,0.7800917142911874
0.77,0.7745471434516218
0.78,0.7688561315101579
0.79,0.763009301061519
0.8,0.7569961461910347
0.81,0.7508048333203018
0.82,0.7444219542748443
0.83,0.7378322167599074
0.84,0.7310180516711583
0.85,0.7239591081602023
0.86,0.7166315945238847
0.87,0.7090074031051806
0.88,0.7010529257606997
0.89,0.6927274145207192
0.9,0.6839806536763918
0.91,0.6747495526154081
0.92,0.6649529760266255
0.93,0.6544835487191578
0.94,0.6431939391719025
0.95,0.6308722510154879
0.96,0.6171936055694635
0.97,0.6016116992689761
0.98,0.5830625180603153
0.99,0.5588023887382457
1.0,0.5
