0.8,25.254999999999992,1046.0700000000004,276466.5008286706,188758.0,50.98611044655493
0.67,26.64,1104.085,277204.82349923823,190706.0,40.88420092786515
0.75,24.049999999999983,1092.5550000000007,286148.10178593517,187397.0,46.223160095259864
0.68,26.88,1064.6799999999996,281945.3506862125,196376.0,40.857755850840476
0.81,24.119999999999994,1105.7600000000004,296242.23813056643,186579.0,51.66358759505697
0.08,93.205,1018.6400000000001,282466.2558522256,250981.0,12.046431686354888
0.37,36.605,1085.41,265949.6195575154,199722.0,21.80040256987048
0.07,97.14,1136.7699999999998,294057.7408596384,241737.0,11.638591454938313
0.16,64.205,1036.4300000000005,279083.31726687815,228588.0,14.197064893993321
0.71,26.975,1083.5949999999993,273934.63551004685,188593.0,44.75133007743699
0.75,26.259999999999994,1132.6,282116.0664582011,189135.0,42.576154150249565
0.99,21.095,1054.6049999999998,284914.83284983865,184839.0,81.01714843131326
0.79,23.075,1039.3800000000012,283093.82833439123,185796.0,53.06371770200457
0.15,67.215,1205.5600000000006,299430.01589014253,228346.0,12.958753261199014
0.88,24.725,1143.3399999999997,287074.7300251642,192558.0,58.52546278898379
0.19,56.83,1149.9050000000002,291263.829779947,219122.0,14.595544738700829
0.98,22.93000000000001,1118.9450000000002,283155.0419204982,185656.0,72.49900692393607
0.9,22.03,1080.4349999999997,296464.34917271807,190423.0,61.318110928258236
0.73,26.27,1068.6349999999998,267356.71652711445,190924.0,42.00491612937028
0.17,61.41,1025.03,274326.2456689875,215929.0,13.783867588851457
0.97,21.22,1108.5349999999992,268055.00526717276,186247.0,74.19751447332966
0.94,23.14,1117.8699999999997,280781.76753450313,182554.0,63.95303042159133
0.01,232.675,663.0900000000003,302047.25073396764,323132.0,15.862113724888045
0.79,26.61999999999999,1096.7550000000012,260868.77390891744,187235.0,51.13430729320862
0.94,23.74,1174.9699999999998,287333.7195432951,184879.0,64.42448796015165
0.27,47.37500000000001,1147.8599999999997,272528.00359725225,205876.0,17.200547744958197
0.81,24.46,1115.7300000000002,273714.21317919967,191379.0,51.862633422686464
0.68,28.63,1180.7449999999997,266451.199869287,190369.0,41.40103565747108
0.82,22.735,1067.2500000000005,260291.509920528,185496.0,59.62059057717617
0.2,54.95,1052.730000000001,291066.24326661526,210387.0,14.32218146565393
0.25,47.77,1173.8700000000003,273132.3335210176,202634.0,16.244220582399386
0.85,23.919999999999995,1156.6400000000003,281761.08912888524,191714.0,57.901875379891464
0.38,37.32,1035.6300000000003,277131.1702779732,209180.0,22.810015395447866
0.18,61.33,1031.825,274699.3927200363,219381.0,13.749920800016277
0.63,26.245,1023.675,273148.68131044763,191991.0,36.534162387244514
0.71,26.095,1105.0299999999997,270925.0839310852,194617.0,46.36685764483293
0.07,105.765,1105.2550000000008,290546.51682528254,260471.0,12.684227571137084
0.54,30.515,1072.2699999999995,281767.4130635589,194194.0,29.600854694839065
0.31,43.39,1116.2750000000005,281736.3666123863,203526.0,18.6846509910607
0.25,52.905,1145.7650000000003,266312.83894897415,215771.0,16.90731633353529
0.2,55.41,1088.335,271609.3661243201,217579.0,14.789939123134735
0.8,24.35000000000001,1050.9599999999996,273544.4277457404,193044.0,53.4778456175666
0.76,25.39500000000001,1103.0949999999998,261310.3427620735,190535.0,45.548594839238376
0.08,91.475,1094.4649999999997,289753.62414163037,238066.0,11.579006859402465
0.31,44.719999999999985,1046.3950000000002,282732.16102121415,213531.0,19.088370018372416
0.11,85.555,1074.3600000000004,280677.88363201224,246689.0,12.655297316864734
0.83,25.59,1109.1349999999995,274779.2278699731,193925.0,54.55263224367009
0.19,56.08,1088.6649999999995,269741.1446220151,213380.0,14.8331702062459
0.63,26.99,1104.3400000000001,274825.06629089394,189871.0,37.73917325570664
0.64,28.845,1062.7500000000005,276390.50764979486,196105.0,35.82211335243158
0.74,25.32,1145.1750000000004,292906.2261774249,188160.0,46.72230427911718
0.47,32.50500000000002,1055.170000000001,278483.41235641023,194369.0,25.726231359135507
0.15,67.23500000000001,1095.5499999999997,278913.6769789102,229965.0,13.687025946170559
0.91,22.75000000000001,1088.489999999999,274615.3934232307,192077.0,66.67739211650897
0.51,31.71000000000002,1169.1600000000005,279751.7979473937,191716.0,28.362713664319028
0.1,80.43500000000006,1137.5749999999998,285930.1504353631,231192.0,11.93934134193561
0.56,32.330000000000005,1171.8950000000002,280021.60844113067,189928.0,30.56056879321945
0.17,61.04,1109.6050000000002,278571.16895921435,224864.0,14.848489406493945
0.56,27.000000000000004,1102.0350000000005,284662.73438775016,188672.0,32.29456324774837
0.33,40.38,1088.2400000000011,275129.18693056644,206285.0,19.058701136729912
